EmployeeID,Age,TenureMonths,Department,Gender,PerformanceScore,Satisfaction,Engagement,Motivation,Stress,WorkLifeBalance,OvertimeHours,TrainingHoursLastYear,AbsenteeismDays,PeerRating,ManagerRating,ProjectLoad,Attrition,PromotionReady,WillImprove,tenure_event_months,event_observed,Experience_Years,Age_Category,Performance_Category,Prediction
752,31,32,Sales,Female,73.91428507326195,4.956071380494646,2.86827943304806,3.699143093170069,2.792857463369024,3.9953606873712295,5.3,22.6,6.0,3.0,3.6,1,0,No,0,18,0,2.6666666666666665,25-35,,No
753,24,59,Engineering,Male,68.04825788324872,3.617373544191042,2.903724139555683,2.484105570099593,4.475871058375638,3.237646991703781,16.5,13.3,8.5,3.4,2.2,3,0,No,0,10,0,4.916666666666667,<25,,No
754,39,34,Product,Female,87.30338197343129,3.652703828643166,3.8012395090013142,3.655685179614132,3.098309013284357,3.011238695098412,10.5,27.5,3.9,3.1,4.3,4,0,Yes,0,9,0,2.8333333333333335,35-50,,Yes
755,57,9,Engineering,Female,82.87346092993204,3.581216352347739,2.974951430776754,3.24085229354064,2.413269535033982,2.146497075012311,2.2,20.3,2.8,2.8,3.5,7,0,No,0,9,0,0.75,50+,,No
756,43,81,HR,Male,52.72784475799011,4.185080456106595,3.991403666409605,3.707432054645356,3.386077621004943,3.239345172125587,0.7,14.6,7.7,3.3,4.8,6,1,No,0,4,1,6.75,35-50,,No
757,55,11,Engineering,Male,53.54225630684888,1.5254830247683224,1.6551786575099503,4.280738889318721,4.078871846575562,2.7891704805137256,11.0,28.3,10.1,3.6,3.9,7,0,No,0,9,0,0.9166666666666666,50+,,No
758,29,96,Sales,Female,76.63506486790155,3.490473820613126,3.1612098992340667,4.894087957971228,3.1324675660492254,3.519005608737746,1.8,27.8,10.3,3.4,3.8,1,0,No,1,19,0,8.0,25-35,,No
759,40,10,Product,Male,67.9696208026037,3.262675116467313,5.0,4.42711122909543,3.615189598698149,2.2713295212190943,6.3,22.6,2.9,3.3,3.9,4,0,No,0,4,0,0.8333333333333334,35-50,,No
760,58,86,Engineering,Other,65.06313529948577,4.192653974619199,3.995537245196189,3.122847400135836,2.718432350257116,3.4601156335555805,3.2,40.6,3.2,3.7,2.8,7,0,No,1,67,0,7.166666666666667,50+,,No
761,27,17,Product,Male,82.42771549271933,3.254377056079913,3.750114298077893,3.995132103063356,2.886142253640337,2.9049443065510614,8.4,35.9,0.9,3.9,3.2,1,0,No,1,17,0,1.4166666666666667,25-35,,No
762,47,68,Engineering,Female,72.05795857940235,2.3756124592925056,5.0,3.75048569719362,3.071020710298828,2.175632766838368,7.9,32.0,4.4,2.6,3.7,4,0,No,0,18,0,5.666666666666667,35-50,,No
763,55,48,Support,Male,72.41024190086532,3.5681188174845984,1.4976417430787077,2.634296836295279,2.094879049567338,2.105444365909668,2.4,50.8,0.8,3.3,3.4,2,1,Yes,0,6,1,4.0,50+,,Yes
764,27,52,HR,Female,80.48812322873921,2.423768713287097,2.866219996690704,4.0185862277538185,2.4559383856304,2.240681650779575,11.2,18.2,2.4,1.9,3.1,5,0,No,1,8,0,4.333333333333333,25-35,,No
765,58,111,Support,Female,61.81224071636305,1.2981558411397436,3.2389441454273498,5.0,4.343879641818473,3.114240848303512,8.3,14.4,6.1,3.4,3.4,1,1,No,0,5,1,9.25,50+,,No
766,54,25,Finance,Male,84.80808780827536,3.8527290671061447,4.372516109704852,3.725941283349604,4.995956095862321,3.40889589092715,9.4,30.3,5.2,3.6,3.6,1,0,No,0,7,0,2.0833333333333335,50+,,No
767,43,21,HR,Female,57.60760417192364,3.787131885588944,4.388090726905412,2.4246538562196798,4.44619791403818,3.542841269139463,2.7,17.0,1.4,4.0,5.0,5,0,No,0,20,0,1.75,35-50,,No
768,42,101,Engineering,Male,80.7025147135371,4.102279547508857,2.8205939619156366,3.724214936886896,1.5987426432314522,3.576797625955603,6.1,20.1,8.7,3.6,3.3,2,0,No,0,11,0,8.416666666666666,35-50,,No
769,27,102,Engineering,Male,89.22371506916994,4.954707052133557,4.498158889928295,2.7290302408214,1.4881424654150273,2.6173290651187195,5.4,8.2,0.7,3.9,3.1,1,0,No,0,78,0,8.5,25-35,,No
770,27,113,Product,Male,56.11741886389032,2.9562745244878488,3.237016709410464,4.390884405509031,1.691290568054839,4.252562617285658,4.1,27.3,1.1,3.6,3.5,2,0,No,0,113,0,9.416666666666666,25-35,,No
771,25,65,Sales,Female,64.79122511624104,1.9857277409468224,4.69047566308425,4.119891993380104,3.0543874418794807,2.901997026592662,6.0,2.3,0.3,3.0,4.8,7,0,No,0,43,0,5.416666666666667,<25,,No
772,51,63,Sales,Male,87.2,3.617470223191956,2.670621571690148,3.5632719572202056,1.25,3.7051347840537594,12.5,18.8,2.0,2.6,4.9,7,0,No,0,60,0,5.25,50+,,No
773,32,89,Support,Male,85.02160313323901,3.1616199352870145,3.489019560840456,3.4350685873153437,2.4391984333804992,3.1522601098555647,11.4,19.8,1.3,3.3,5.0,7,0,No,0,11,0,7.416666666666667,25-35,,No
774,51,51,Sales,Male,64.40180142167777,2.3953393898557644,3.158849416161096,3.5302125587075626,4.249099289161113,3.638059108532737,2.1,14.8,1.4,2.9,3.6,7,1,No,0,40,1,4.25,50+,,No
775,52,36,Product,Female,58.19912233854219,3.195085021902868,4.550427334409142,3.706619595473856,4.000438830728908,3.1071047404695773,10.9,1.1,3.4,3.4,4.1,6,0,No,0,3,0,3.0,50+,,No
776,45,81,Support,Female,81.43418930114701,2.883459051381441,3.129496905090446,3.0822119829267662,2.5329053494264926,3.6542713889171097,12.1,1.2,4.4,3.1,2.8,4,0,No,0,81,0,6.75,35-50,,No
777,30,105,Finance,Male,84.30271088234127,1.6716980328187645,3.5617963238894195,2.5897975351988505,2.448644558829362,3.293350017107709,4.1,11.0,4.7,3.8,3.3,6,0,No,0,40,0,8.75,25-35,,No
778,24,88,Support,Male,54.94151658638619,2.904437053185204,4.056130257896744,4.610959157355719,3.529241706806904,4.03245651358562,8.1,26.5,10.7,3.5,2.7,7,1,No,0,14,1,7.333333333333333,<25,,No
779,52,66,Engineering,Female,53.8094624895116,2.154334520009513,4.090732634723508,3.391679218802434,3.895268755244199,2.5631834611099213,8.0,23.5,5.5,3.9,4.0,4,0,No,0,54,0,5.5,50+,,No
780,58,104,Sales,Male,74.16227453547953,3.766318661771887,4.398257346725854,3.8336344833353153,2.2688627322602395,1.7070977976984794,0.1,19.8,2.5,3.9,3.6,5,0,No,0,1,0,8.666666666666666,50+,,No
781,57,15,HR,Female,77.36073204343887,2.8260201450172606,3.7900122991602,3.928225560933996,2.619633978280562,2.423978322509313,2.7,9.4,0.4,3.4,3.8,7,0,No,0,15,0,1.25,50+,,No
782,45,96,Engineering,Female,67.55201945704005,4.623032933419055,3.223575976248152,3.9576163837241713,2.4239902714799766,4.26202657371423,9.5,24.1,3.7,3.4,2.9,3,0,No,0,82,0,8.0,35-50,,No
783,52,39,Support,Female,80.18269888275043,5.0,3.285271129177125,2.760945602321261,1.508650558624786,3.1608970621010344,2.0,1.6,5.3,3.9,4.3,7,0,No,0,11,0,3.25,50+,,No
784,27,70,Product,Male,60.90348749604363,4.134642935215179,3.623105083686851,2.359327868358522,2.7982562519781857,3.382856065991906,10.9,8.8,2.5,5.0,1.7,2,0,No,0,40,0,5.833333333333333,25-35,,No
785,23,1,Sales,Female,45.07985508041753,1.9099629490479944,3.824633228466945,3.2290459802464064,2.7600724597912363,2.3517270473582514,12.8,17.1,4.2,2.7,3.4,7,0,No,1,1,0,0.08333333333333333,<25,,No
786,41,111,Sales,Female,66.34528823197732,5.0,3.467545516936408,4.016569225933563,1.777355884011344,3.3589983526352505,11.9,13.4,9.7,3.5,3.5,3,0,No,0,18,0,9.25,35-50,,No
787,49,23,Product,Female,69.23183812472453,4.807387859354341,3.6172830788689927,3.11764010602055,3.7840809376377296,2.379468620334573,16.9,32.2,2.8,2.5,2.0,3,0,No,0,23,0,1.9166666666666667,35-50,,No
788,32,39,Sales,Male,65.95335864274823,3.387792409514057,2.2344715254851053,3.4160629170406134,3.373320678625889,2.5117968524525205,4.5,21.9,1.7,3.5,3.9,2,0,No,0,39,0,3.25,25-35,,No
789,25,57,HR,Male,54.86456059830985,4.65526820520877,4.20061975600921,5.0,3.617719700845076,2.9377646854585078,6.1,39.8,6.6,3.0,3.5,7,0,No,0,7,0,4.75,<25,,No
790,36,81,Sales,Male,48.86014071092874,2.997835415272977,3.763001060000487,2.223660892156372,2.169929644535632,3.7005875320579302,6.9,13.4,4.9,3.4,4.0,3,0,No,0,12,0,6.75,35-50,,No
791,27,34,Product,Female,67.616,1.8449540651504104,4.50168337218698,3.0959728032716014,1.092,3.796662822578259,4.6,25.8,1.1,3.6,5.0,1,0,No,1,25,0,2.8333333333333335,25-35,,No
792,51,41,Finance,Female,79.9333377407087,2.599715891931559,3.6001444566663765,5.0,3.433331129645649,3.821140408144053,8.3,17.0,5.3,3.1,3.9,7,0,No,0,35,0,3.4166666666666665,50+,,No
793,59,93,Support,Male,86.61622542925942,5.0,2.0354421793303925,3.664321062403821,2.2418872853702863,1.8707242964600632,5.3,36.6,1.0,2.1,4.4,4,0,No,0,23,0,7.75,50+,,No
794,23,73,Support,Male,86.23333626649139,2.0789202963753817,3.2773984296239926,3.135211867600872,2.033331866754299,3.2940019496487647,6.2,17.6,5.3,4.6,4.7,6,0,No,0,59,0,6.083333333333333,<25,,No
795,36,13,Sales,Male,62.982106149286885,3.633179243128011,3.420063069193425,4.6350151336088965,1.6089469253565574,3.1228963499555373,3.3,30.3,9.7,4.2,4.0,5,0,No,0,13,0,1.0833333333333333,35-50,,No
796,32,70,Sales,Female,56.11864505617431,3.5280422725532854,4.268612974890239,3.744184349184889,2.540677471912846,1.92103582552669,0.8,7.1,3.5,3.4,2.9,7,0,No,0,19,0,5.833333333333333,25-35,,No
797,29,6,Support,Female,71.86934540589905,2.6772266614746174,1.7367538099379445,3.4213532839647955,4.565327297050472,3.3143853900499782,9.4,15.0,7.2,2.8,2.3,2,0,No,0,2,0,0.5,25-35,,No
798,47,84,Sales,Male,78.85889904271103,3.075895828366212,3.6370615652540415,3.853895141630009,2.370550478644485,3.0746155043069145,3.8,19.0,0.3,3.6,3.9,5,0,No,0,8,0,7.0,35-50,,No
799,26,52,Support,Male,77.01160608833386,3.663119590861243,4.062307694213976,3.173512952493787,1.894196955833066,3.7603731049060976,9.2,35.2,0.6,3.8,3.3,6,0,No,0,25,0,4.333333333333333,25-35,,No
800,27,117,Product,Male,43.74813319793994,2.783947647910768,3.0046609032466325,2.8860071496895374,3.525933401030028,3.373122368615822,3.7,6.4,10.1,4.1,4.6,4,0,No,0,95,0,9.75,25-35,,No
801,47,3,Finance,Female,59.19037544045743,1.972219660866376,3.6671652088351623,3.6091224578922017,3.204812279771284,2.805611522745072,11.6,16.0,4.9,4.2,3.2,5,0,No,0,3,0,0.25,35-50,,No
802,25,81,Support,Female,73.45599999999999,3.929231942943456,3.03566714176514,2.8912024319391945,1.072,4.133186205411279,3.6,15.6,5.9,4.3,3.6,2,0,No,1,28,0,6.75,<25,,No
803,40,63,Support,Female,73.60730736049342,4.408914634481979,2.9433843601016485,3.708554649437184,3.596346319753286,1.300889849302388,6.7,4.9,7.5,2.1,2.7,5,0,No,0,47,0,5.25,35-50,,No
804,41,49,Support,Male,74.2,3.994572518653421,3.2324221348818147,3.983525253979472,5.0,3.2421613844133508,6.4,14.4,2.4,3.3,3.3,3,0,No,0,6,0,4.083333333333333,35-50,,No
805,54,76,Sales,Female,74.38000000000001,2.8912645326101885,2.9603772067796905,4.382448364841289,1.16,1.7130741612072575,8.0,1.5,6.5,4.3,2.8,3,0,No,0,6,0,6.333333333333333,50+,,No
806,41,112,Engineering,Male,75.72341204804425,2.3780279882256425,4.215256480742699,4.602339988413462,1.638293975977876,2.479026055914492,3.7,8.0,6.0,2.8,2.9,4,0,No,0,16,0,9.333333333333334,35-50,,No
807,33,47,Sales,Female,74.988,3.439912117845221,2.93854331084816,3.375410798694199,1.006,3.772332332708415,0.3,16.9,0.1,4.5,3.6,7,0,No,0,47,0,3.9166666666666665,25-35,,No
808,22,109,Finance,Male,78.71060884148167,4.963295663111126,2.787380993656865,4.099531686351256,2.744695579259165,2.153222267603277,1.0,16.4,8.5,4.9,3.1,3,0,No,1,76,0,9.083333333333334,<25,,No
809,47,55,HR,Female,72.15122752677729,3.9469401434678426,5.0,4.094018756965085,3.824386236611352,2.018653963166458,1.7,17.1,7.9,4.5,5.0,5,0,No,0,42,0,4.583333333333333,35-50,,No
810,35,64,Support,Female,70.93699850040744,4.139239564324792,4.464666010641632,3.9622549726527874,2.931500749796279,5.0,1.3,23.0,0.1,4.0,4.3,1,0,No,0,18,0,5.333333333333333,25-35,,No
811,59,65,Sales,Female,63.28000860377466,4.1258575970685945,1.92463797540672,3.3164324712396334,4.259995698112669,2.076639853721852,3.4,9.4,4.6,3.1,4.5,5,0,No,0,30,0,5.416666666666667,50+,,No
812,58,81,Finance,Female,69.16689941933973,3.708284018969066,2.91170853913272,2.877545750028712,3.9165502903301337,4.785468812779175,14.3,41.5,3.3,3.7,3.5,1,1,No,0,14,1,6.75,50+,,No
813,32,67,Engineering,Male,72.75970535299564,3.3175864490882523,3.81821667455044,4.101601511253248,4.520147323502177,3.145018051878665,0.9,19.6,8.3,2.4,3.7,5,0,No,0,41,0,5.583333333333333,25-35,,No
814,57,90,Support,Male,70.94357846378581,3.918075281431904,3.891379560508344,2.33450995024556,4.128210768107095,2.827653790704922,8.4,35.4,0.2,2.9,3.3,1,0,No,0,20,0,7.5,50+,,No
815,34,15,HR,Female,74.69388613721901,2.960875356073406,2.258556420836796,3.4857284539453515,2.4530569313904955,3.810107751529384,2.8,0.2,14.8,2.9,5.0,7,0,No,0,5,0,1.25,25-35,,No
816,24,100,Engineering,Male,85.29854708753031,2.0254280201984534,4.6427089435400895,1.6570951874811215,2.9007264562348394,4.502934667990049,1.7,10.0,3.5,3.5,3.5,1,0,No,0,9,0,8.333333333333334,<25,,No
817,54,32,Sales,Male,75.32535383096194,4.307398471946469,4.342701977263463,2.630878061313389,1.9373230845190268,2.2685388521025045,0.3,28.2,6.2,3.2,3.1,2,0,No,0,32,0,2.6666666666666665,50+,,No
818,27,96,Support,Male,62.6893123377361,4.699436531079432,4.033711468836305,2.9982928492420604,2.755343831131951,2.8407751892443223,9.3,17.3,8.2,3.7,3.0,2,0,No,0,43,0,8.0,25-35,,No
819,31,68,HR,Female,79.78433665596376,2.3205933098412506,4.821055641640909,4.577379366103427,2.907831672018119,4.062182761215827,2.3,7.1,3.4,4.2,3.9,6,0,No,0,4,0,5.666666666666667,25-35,,No
820,26,18,Engineering,Male,53.09381464707071,4.283957580946204,4.007060993313827,4.250486419523416,2.7530926764646457,3.5591948811843,1.9,2.1,3.7,2.9,4.7,5,0,No,0,18,0,1.5,25-35,,No
821,44,113,Product,Male,54.40749294739278,4.730561971054458,4.003722791326663,3.2568522529262065,4.296253526303611,4.291726047577244,7.7,28.8,2.5,3.6,4.5,3,0,No,0,63,0,9.416666666666666,35-50,,No
822,31,83,Support,Male,74.58433612501366,3.466579007618904,5.0,4.283495836103801,2.707831937493169,3.763600758988601,11.9,27.8,1.3,3.2,3.0,2,0,No,0,47,0,6.916666666666667,25-35,,No
823,23,43,Product,Male,78.13617282711472,2.7522107772918574,4.591097622654938,4.4100983707043175,2.0319135864426427,4.927401608234233,8.2,22.9,4.8,3.7,3.0,1,0,No,1,42,0,3.5833333333333335,<25,,No
824,34,116,Sales,Female,55.851222069806376,3.679360328762234,2.842643286979622,3.571468121300223,2.1243889650968124,3.460729738950285,9.7,14.0,3.6,4.0,4.6,5,0,No,0,10,0,9.666666666666666,25-35,,No
825,23,35,HR,Other,63.42179945675495,2.801100991055919,4.169875660804724,2.592497484629048,3.4891002716225303,3.4996300334978656,1.7,6.6,2.5,4.2,5.0,3,1,No,0,35,1,2.9166666666666665,<25,,No
826,41,104,Support,Female,65.694276816178,3.032840651256948,3.0021589215372764,3.533670151947109,1.5028615919110002,3.5895492348142186,5.3,19.4,2.6,4.0,3.5,5,0,No,1,12,0,8.666666666666666,35-50,,No
827,22,78,HR,Male,63.86237234030184,3.90786199279418,4.05373909585525,3.621686075862291,2.6688138298490824,3.171760033446098,3.5,4.2,5.7,3.8,4.6,1,0,No,0,8,0,6.5,<25,,No
828,58,58,Support,Female,77.92499950908916,1.6431454881517915,4.028952156317833,2.71403648733582,4.18750024545542,4.063278442920832,3.0,11.0,1.6,2.4,2.4,2,0,No,0,37,0,4.833333333333333,50+,,No
829,30,33,Sales,Female,78.27880310851835,1.9644813106466483,2.3548794187896127,3.993637434343975,3.11059844574083,3.5133371014767234,0.9,35.1,3.3,2.6,2.9,2,0,No,0,17,0,2.75,25-35,,No
830,38,14,Sales,Male,69.21321077823751,3.475281688741756,3.4903389498200683,3.923849483441885,2.7933946108812453,4.009362008230629,3.4,2.2,6.7,2.8,2.8,4,0,No,0,14,0,1.1666666666666667,35-50,,No
831,30,34,Engineering,Female,63.191820807276855,3.387078021633333,3.838731321222362,4.05603415991535,3.10408959636157,4.150049868261744,17.0,28.1,4.7,3.8,3.9,4,0,No,0,23,0,2.8333333333333335,25-35,,No
832,32,61,Engineering,Female,56.05112918445434,3.937389265874012,3.207338828105259,3.923138477733955,1.8744354077728271,3.685609213404295,5.2,37.9,0.9,2.5,3.5,6,0,No,0,7,0,5.083333333333333,25-35,,No
833,36,119,Engineering,Female,88.75826942086908,5.0,3.883238948151684,4.283874428091987,2.120865289565459,3.751544691810777,8.9,29.8,3.9,3.8,3.8,6,0,No,0,114,0,9.916666666666666,35-50,,No
834,45,4,Engineering,Female,77.69036334582916,3.5737912870130075,4.325307999300962,3.556537577701575,2.7048183270854227,2.39070319116312,5.0,24.8,5.3,3.7,4.6,6,0,No,0,4,0,0.3333333333333333,35-50,,No
835,59,88,Product,Male,60.14545393978141,3.996581195818401,3.57246624219232,3.8614280858967622,3.177273030109293,2.8046817709621608,5.3,14.4,7.0,2.0,3.1,5,0,No,0,27,0,7.333333333333333,50+,,No
836,56,59,Engineering,Male,75.91969997639578,2.323444562615052,3.802139529037434,3.3818077726035747,3.8401500118021104,4.0590451076916585,4.6,12.2,1.7,2.6,3.7,5,0,No,0,18,0,4.916666666666667,50+,,No
837,51,29,Finance,Female,68.34687876565714,4.203953570940822,4.845081670700377,3.23240062750244,2.9265606171714342,4.581268063636662,1.7,7.0,2.3,4.3,2.5,3,0,No,1,29,0,2.4166666666666665,50+,,No
838,52,83,Support,Male,64.1304516484915,2.713393008526185,4.025876924902704,4.770599704609661,4.234774175754247,1.5536127970424756,4.1,20.4,1.9,4.1,4.5,6,0,No,0,13,0,6.916666666666667,50+,,No
839,26,6,Finance,Male,72.09760396958096,3.2637411302996644,3.7807418607070256,2.064985038778803,4.551198015209525,2.7889231674737265,7.3,15.2,2.1,2.8,4.5,2,1,No,0,1,1,0.5,25-35,,No
840,35,97,Engineering,Female,58.6654655750356,3.208561293058508,2.7377285583227757,4.401407991323412,3.717267212482204,3.321258542173185,6.1,11.6,5.2,2.7,3.9,6,0,No,0,25,0,8.083333333333334,25-35,,No
841,32,49,Support,Female,63.42603718388824,4.272427023705648,4.203923410249964,3.2035672996434714,4.236981408055884,2.50865298412739,10.6,19.8,5.8,1.5,3.7,2,0,No,0,49,0,4.083333333333333,25-35,,No
842,30,40,Finance,Male,73.50542704277619,2.2654304738332147,3.8971349544527447,3.0999694578855035,1.9972864786119051,2.559732320236485,9.4,20.7,7.2,4.7,3.2,6,0,No,0,12,0,3.3333333333333335,25-35,,No
843,55,83,Support,Female,65.69439786937613,1.34384120558817,4.755365490331267,3.909261987252326,1.6528010653119374,3.727427886414424,0.1,12.4,3.7,3.5,2.5,4,0,No,0,12,0,6.916666666666667,50+,,No
844,33,117,Support,Female,76.89205324741967,3.128471296468551,3.64219068897298,2.508312310119198,3.5539733762901657,4.72323837225429,11.8,39.4,0.2,5.0,3.8,1,0,No,0,49,0,9.75,25-35,,No
845,56,65,Product,Female,95.0984196237341,4.095912728685182,1.965360149879404,3.0471815424430377,1.6507901881329523,1.471358799310073,9.6,28.8,6.0,3.3,4.2,1,0,No,1,54,0,5.416666666666667,50+,,No
846,56,69,Finance,Male,61.516743688031866,3.6235251524098895,2.0698912180545643,3.0206882827896067,2.6916281559840667,3.146571465916473,9.1,30.8,4.5,3.7,5.0,6,0,No,0,21,0,5.75,50+,,No
847,22,27,Sales,Male,48.11761618934053,4.51602545161445,4.26211268738376,3.5228813934519243,3.941191905329739,3.716952307611349,18.5,18.8,4.2,4.2,3.3,4,0,No,0,27,0,2.25,<25,,No
848,43,80,Finance,Male,42.88125415062959,3.628466735476888,3.086825762071662,3.056689849471449,4.559372924685206,4.002192574980217,17.3,26.1,0.1,4.8,3.8,5,1,No,0,7,1,6.666666666666667,35-50,,No
849,50,6,Engineering,Male,67.74443130057614,2.9019840156833503,3.993090975999448,4.980894948511415,2.7277843497119343,3.5872146087621344,9.1,9.3,3.4,3.9,4.5,6,0,No,0,6,0,0.5,35-50,,No
850,29,104,Support,Male,63.36388859061538,1.201871490156473,3.7028093800521207,5.0,2.3180557046923096,4.885262294942503,8.4,28.0,0.4,3.5,4.5,7,0,No,1,19,0,8.666666666666666,25-35,,No
851,32,13,Engineering,Male,71.79907675697683,3.1351185225780447,3.449844299075472,2.082405181801549,3.3504616215115823,3.3260159339932143,11.5,17.5,5.4,3.5,3.1,6,1,No,0,13,1,1.0833333333333333,25-35,,No
852,58,112,Sales,Male,73.08708688704778,4.639490518786382,3.513274842970599,4.135458163812589,1.7564565564761103,4.480793511352887,1.5,7.7,2.7,2.7,3.4,7,0,No,0,9,0,9.333333333333334,50+,,No
853,35,64,Support,Female,51.482557296586855,3.0841440145768995,2.821149445459296,4.38693075126206,2.6587213517065726,2.718269096688628,1.6,19.7,2.4,3.2,3.2,7,0,No,0,15,0,5.333333333333333,25-35,,No
854,51,62,Finance,Male,48.25600009655257,3.4575202709192068,3.5858000799902965,4.134388161912884,2.971999951723719,3.3521846519299645,9.0,16.5,0.6,3.5,2.9,2,0,No,0,1,0,5.166666666666667,50+,,No
855,56,99,Sales,Female,74.05196798534159,3.880257853207328,3.0739559104850414,3.1735092055266447,2.774016007329205,2.2085564317810342,0.1,47.9,7.1,4.6,4.8,2,0,No,0,44,0,8.25,50+,,No
856,42,19,HR,Female,71.47899305236423,2.400632104677502,3.2649691318868657,3.504723550273167,3.0605034738178816,4.110777996494095,8.6,25.2,3.2,3.2,3.7,6,0,No,1,19,0,1.5833333333333333,35-50,,No
857,58,76,Support,Male,66.73302971114428,4.185713124974639,3.308715859761755,3.101380276177844,2.083485144427858,3.191601423622941,5.9,39.0,4.3,4.4,3.5,2,0,No,0,22,0,6.333333333333333,50+,,No
858,26,80,Sales,Female,51.94998598523684,5.0,3.395976057091153,3.3637887750729374,2.0750070073815827,3.622038956267908,0.1,33.6,1.8,3.4,3.8,1,0,No,0,15,0,6.666666666666667,25-35,,No
859,40,43,Support,Female,77.38623252206524,3.3786540872614865,4.429956110856378,2.7320279770662594,2.15688373896738,3.017968231843433,5.2,20.5,1.0,4.5,3.6,5,0,No,0,21,0,3.5833333333333335,35-50,,No
860,35,74,Engineering,Male,87.42818867839011,2.5305497290469567,3.483188253715776,3.60816894269236,1.4359056608049428,3.827785651493114,12.8,14.7,2.4,4.0,3.4,7,0,Yes,0,74,0,6.166666666666667,25-35,,No
861,47,89,Support,Female,71.79633935630778,3.3206244247011103,4.521332102931089,2.4977586309559445,3.2518303218461058,3.6576905764701766,5.5,0.9,2.9,4.0,3.0,6,0,No,0,34,0,7.416666666666667,35-50,,No
862,25,20,Support,Male,57.19068509661599,1.0799172736373306,4.984069456193834,3.5398923566174902,3.804657451692005,2.404813713025914,5.5,9.5,4.9,4.3,4.9,1,0,No,0,20,0,1.6666666666666667,<25,,No
863,46,95,Engineering,Female,69.02737983429293,3.6514567515485856,4.369450185950535,2.7011346487201884,3.736310082853536,2.4569093106752904,7.0,28.0,2.9,4.2,3.1,5,0,Yes,0,10,0,7.916666666666667,35-50,,No
864,46,68,Sales,Male,54.21299372092151,3.923248906717692,4.08102168156166,3.865453089433123,2.6935031395392453,3.275008142692783,7.8,16.4,1.8,4.4,2.9,4,0,No,0,4,0,5.666666666666667,35-50,,No
865,39,44,Engineering,Female,84.60201047892778,5.0,3.894148988535168,3.156464351245688,2.0489947605361123,3.893616561665992,3.0,24.5,0.5,5.0,3.5,5,0,No,1,4,0,3.6666666666666665,35-50,,No
866,29,23,Support,Male,68.62737071527462,3.1280580110789717,4.378822838145063,3.93246427829963,3.686314642362689,4.976605997802462,7.1,4.4,4.1,4.8,5.0,7,0,No,0,23,0,1.9166666666666667,25-35,,No
867,35,2,HR,Female,47.87015395525089,3.763746884790288,3.680424664736616,4.565264582691826,3.4649230223745517,3.572691770999156,1.3,25.4,1.6,3.9,2.9,1,0,No,0,2,0,0.16666666666666666,25-35,,No
868,53,22,Finance,Male,66.35715871512741,2.5604988012486545,4.486112861361479,4.971557548883767,3.021420642436296,4.206778262239686,0.2,33.2,8.0,3.1,4.2,2,0,No,0,22,0,1.8333333333333333,50+,,No
869,59,115,Engineering,Female,71.47137749515345,2.8339261916114302,4.152695224760716,1.6775963287836078,4.5643112524232725,1.848434158712248,1.0,1.3,4.5,3.8,3.4,1,0,No,0,46,0,9.583333333333334,50+,,No
870,54,57,Engineering,Female,66.14085104273413,1.9103783915428612,3.276143585297651,3.032644724900974,2.929574478632937,5.0,7.8,24.5,5.7,2.0,3.8,4,0,No,0,57,0,4.75,50+,,No
871,44,101,Engineering,Male,67.37377996784979,3.2807438763054977,4.406265792092525,3.457531138310389,2.663110016075111,3.845117590016273,6.0,36.1,3.3,4.2,4.3,2,0,No,0,2,0,8.416666666666666,35-50,,No
872,36,72,Sales,Female,56.3316346621492,3.197063446142625,3.682332005379812,4.0682622547051865,2.4841826689254,3.255355939957098,4.2,40.2,4.6,2.7,2.2,1,0,No,0,70,0,6.0,35-50,,No
873,54,7,Finance,Male,78.95775541296162,3.9610314220610174,3.504481193148916,2.3797163966763764,1.4211222935191925,3.151773557287867,9.1,14.0,1.3,4.4,2.9,2,0,No,0,7,0,0.5833333333333334,50+,,No
874,46,78,Support,Female,60.98532007171542,2.710302125046017,3.1714207556409115,2.914326074559828,3.607339964142292,2.3035201819269013,7.3,29.4,0.5,5.0,4.3,7,0,Yes,0,7,0,6.5,35-50,,Yes
875,38,56,Finance,Female,44.578970734315554,3.5442681560487586,3.749416963087115,3.804285762125688,2.760514632842223,2.560841883851846,3.3,37.2,4.0,2.3,3.7,4,1,No,0,42,1,4.666666666666667,35-50,,No
876,54,119,Sales,Female,64.83213751728641,3.041530258188815,4.496816353871686,3.767910593221334,3.333931241356795,5.0,1.2,24.8,5.7,3.5,3.8,5,0,No,0,26,0,9.916666666666666,50+,,No
877,23,67,Product,Female,78.51224399581751,2.8469189113868,4.400046005033734,4.002094725136074,4.64387800209124,2.4098960055425884,0.1,35.4,1.8,2.6,4.2,5,0,Yes,0,17,0,5.583333333333333,<25,,Yes
878,35,114,Support,Male,66.42950353980925,3.5825750914487227,3.918054417713061,4.054940581510493,2.485248230095382,2.392559017920289,3.8,19.6,2.5,2.1,2.9,7,0,No,0,11,0,9.5,25-35,,No
879,27,16,Product,Male,94.668,3.7481229423170097,4.139679276652532,3.97087554649269,1.116,2.6680015625319786,5.8,24.7,9.5,3.4,4.4,7,0,Yes,0,16,0,1.3333333333333333,25-35,,Yes
880,27,119,HR,Male,73.52985926097845,4.143413483625023,4.744527112370302,3.854924253305194,3.2850703695107724,2.2216373223348542,0.2,12.5,5.4,4.0,4.3,3,0,No,0,10,0,9.916666666666666,25-35,,No
